progress,duration,finished,px,consent,handedness,age,gender_id,gender_strength,lang_convo,sample,scsq_1,scsq_2,scsq_3,scsq_4,scsq_5,scsq_6,scsq_7,scsq_8,scsq_9,scsq_10,scsq_11,scsq_12,scsq_13,scsq_14,scsq_15,scsq_16,scsq_17,scsq_18,scsq_19,scsq_20,scsq_21,scsq_22,scsq_23,scsq_24,scsq_25,scsq_26,scsq_27,scsq_28,scsq_29,scsq_30,scsq_31,scsq_32,scsq_33,scsq_34,scsq_35,scsq_36,scsq_37,scsq_38,scsq_39,scsq_40,scsq_41,scsq_42,scsq_43,scsq_44,scsq_45,scsq_46,scsq_47,scsq_48,scsq_49,scsq_50,scsq_51,scsq_52,scsq_53,scsq_54,scsq_55,scsq_56,scsq_57,scsq_58,scsq_59,scsq_60,cais_1,cais_2,cais_3,cais_4,cais_5,cais_6,cais_7,cais_8,cais_9,cais_10,cais_11,cais_12,cais_13,cais_14,cais_15,cais_16,eq_1,eq_2,eq_3,eq_4,eq_5,eq_6,eq_7,eq_8,eq_9,eq_10,eq_11,eq_12,eq_13,eq_14,eq_15,eq_16,eq_17,eq_18,eq_19,eq_20,eq_21,eq_22,loc_1,loc_2,loc_3,loc_4,loc_5,loc_6,loc_7,loc_8,loc_9,loc_10,loc_11,loc_12,loc_13,loc_14,loc_15,loc_16,loc_17,loc_18,loc_19,loc_20,loc_21,loc_22,loc_23,loc_24,tas_1,tas_2,tas_3,tas_4,tas_5,tas_6,tas_7,tas_8,tas_9,tas_10,tas_11,tas_12,tas_13,tas_14,tas_15,tas_16,tas_17,tas_18,tas_19,tas_20,Q16_First Click,Q16_Last Click,Q16_Page Submit,Q16_Click Count,rat_1,rat_2,rat_3,rat_4,rat_5,rat_6,rat_7,rat_8,rat_9,rat_10,Q36,Q11,scsq_technical_spatial,scsq_imagery_ability,scsq_lang_words,scsq_global_bias,scsq_systematising,scsq_organisation,cais_score,eq_score,loc_internal,loc_others,loc_chance,rat_score,tas_identifying,tas_describing,tas_ext_thinking
100,980,TRUE,R_1EYWAIhX5mjw9g3,1,right,28,20,30,English,genpop,4,2,5,1,5,5,4,4,2,3,2,1,2,2,5,5,2,2,3,5,1,3,1,5,3,4,4,4,5,3,1,3,4,4,2,4,4,2,5,5,5,4,5,2,5,4,4,5,4,4,1,2,2,1,5,4,3,4,5,3,2,5,3,5,5,3,5,5,5,5,5,5,5,5,5,4,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,0,1,0,1,2,6,3,1,2,4,4,6,2,6,3,6,6,5,5,5,5,3,2,5,4,4,4,4,4,4,2,2,4,2,4,4,4,4,4,4,1,2,1,3,5,1,2,4,2.268,217.671,218.5,101,Party,NA,Gold,Common,Soap,Camp,Coat,Small,Tin,Key,1,NA,3.1176470588235294,3.823529411764706,3.8333333333333335,1.5714285714285714,4.142857142857143,3.6666666666666665,4.5,11,20,37,40,6,22,20,19
100,859,TRUE,R_3rPe2NYNo4v60bf,1,left,23,0,100,"English, German",genpop,1,5,1,1,1,5,1,5,1,1,5,4,5,5,1,3,4,1,1,1,5,5,1,1,5,5,3,1,1,1,5,1,1,5,5,5,5,5,1,1,1,5,5,5,1,1,5,1,1,5,4,5,3,5,1,4,1,5,1,1,4,4,5,5,2,3,4,4,2,1,1,4,4,4,2,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,4,1,6,6,6,1,5,1,5,1,2,1,1,4,2,1,4,5,1,6,3,5,1,4,1,4,1,4,4,1,1,5,5,5,5,1,1,5,5,4,1,5,5,1.686,289.547,300.008,20,Party,Pop,Gold,Common,NA,NA,NA,NA,NA,Key,1,NA,4.411764705882353,1.1764705882352942,4,4.714285714285714,1,2.5,3.25,4,39,17,22,4,19,21,27
100,1354,TRUE,R_32PACtd4304juec,1,right,37,100,100,English,genpop,5,4,4,4,4,5,5,2,5,3,2,3,4,2,4,4,4,5,2,4,2,5,3,2,1,4,1,5,5,1,4,1,4,3,3,2,5,5,5,5,2,1,4,4,3,5,4,5,5,4,2,1,5,4,4,2,1,4,5,5,4,4,5,5,5,4,4,4,3,4,4,4,5,5,5,3,0,2,0,1,1,0,1,1,0,1,1,0,2,0,2,1,2,1,0,0,0,1,5,3,3,4,3,3,2,5,6,3,3,2,3,2,4,4,3,2,4,2,6,4,5,2,2,1,1,1,2,4,2,4,4,4,2,5,2,1,2,2,1,2,1,2,5.807,296.274,297.73,27,Party,Fire,Gold,Common,na,camp,na,Hand,Coffee,na,1,NA,2.588235294117647,4.352941176470588,4.666666666666667,3.142857142857143,3,3.6666666666666665,4.25,17,35,27,21,6,13,19,13
100,1408,TRUE,R_1P0OxkpBmZDZ4Y1,1,right,19,100,84,"English, Japanese",genpop,4,1,4,2,3,4,4,2,5,2,3,2,3,3,4,2,4,5,4,4,2,4,1,3,2,4,1,2,1,2,2,1,3,3,3,2,4,1,4,3,2,4,4,4,1,3,5,4,5,5,2,3,2,2,4,2,2,5,5,5,4,2,3,2,4,2,4,3,4,4,3,4,4,4,2,4,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,6,5,2,4,5,5,4,5,6,5,1,6,5,4,4,5,6,2,5,4,4,2,5,2,4,3,5,4,4,4,2,5,4,4,5,5,1,2,2,4,2,2,1,2,4.442,284.479,285.087,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2.588235294117647,3.764705882352941,3.8333333333333335,2.7142857142857144,2.4285714285714284,2.5,3.3125,11,37,29,36,0,26,23,16
100,3756,TRUE,R_3IQNptcJFniMzBk,1,right,31,90,95,"Finnish, English",genpop,4,1,4,4,4,5,2,2,2,2,4,4,1,1,4,4,4,4,2,4,4,4,2,1,1,4,1,4,1,2,2,1,4,1,4,1,4,1,4,2,2,1,2,2,4,1,4,4,4,4,3,1,4,4,4,4,2,5,4,4,4,4,3,4,3,2,3,4,3,4,2,4,3,4,2,4,1,0,1,1,0,1,0,0,0,1,0,1,1,1,2,1,1,1,1,1,0,0,5,4,4,3,4,5,5,5,2,5,3,5,5,4,3,4,5,2,2,4,5,4,4,4,4,2,4,4,4,4,4,2,2,2,1,2,2,2,1,4,2,2,1,4,1.01,168.791,169.709,38,Party,Fire,Gold,Common,Soap,Camp,Dress,Hand,Coffee,Key,1,NA,1.6470588235294117,3.4705882352941178,4.166666666666667,3.5714285714285716,2.7142857142857144,2.8333333333333335,3.3125,15,27,33,36,8,26,9,18
100,1242,TRUE,R_3fjHTWv7ikPB5vW,1,right,19,100,100,English,genpop,4,4,4,4,2,4,4,4,4,4,4,4,4,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,5,4,4,2,4,4,2,4,2,4,2,4,2,4,4,4,4,2,4,2,2,4,4,4,2,2,4,4,3,3,4,4,3,4,2,3,3,3,3,3,2,2,2,2,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,6,4,3,5,4,3,4,5,5,4,4,3,4,4,6,4,4,3,4,3,4,5,5,1,2,1,2,2,2,2,2,2,2,2,4,4,2,2,1,4,2,2,1,1,6.656,296.426,300.111,32,party,fire,gold,common,NA,camp,bow,NA,NA,key,1,NA,3.588235294117647,3.7058823529411766,3.3333333333333335,4,3.4285714285714284,3.1666666666666665,2.875,17,36,34,27,7,13,14,15
100,1367,TRUE,R_qQNF1mGUzjW5KVj,1,left,34,100,90,"French, english",genpop,3,2,4,2,4,5,1,3,2,2,4,4,2,4,2,3,3,3,4,4,2,4,4,4,3,5,2,2,2,2,1,1,2,4,4,3,5,2,4,3,3,3,4,2,4,2,4,2,2,3,2,2,4,3,4,2,3,5,3,2,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,0,0,2,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,0,1,2,5,4,4,1,4,4,5,5,3,2,3,3,4,4,4,3,3,4,3,4,2,5,3,5,2,4,3,4,4,4,5,4,4,3,2,1,2,2,4,3,2,2,3,1.661,300.021,300.153,53,Party,Fire,NA,Common,Soap,NA,NA,NA,NA,NA,1,NA,2.764705882352941,2.5294117647058822,4.166666666666667,3,3.5714285714285716,3,3.9375,24,28,26,30,4,26,18,19
90,1023,FALSE,R_3MyugjZK7UbHkq7,1,right,38,22,34,English,genpop,2,5,5,5,3,4,5,4,2,1,1,2,3,4,2,2,1,4,3,5,1,4,1,1,4,5,4,5,1,2,4,1,5,2,1,1,5,2,3,4,1,1,4,3,2,3,2,5,4,2,1,3,4,5,3,1,2,2,4,4,5,5,5,5,4,4,4,5,5,4,4,5,5,5,5,5,2,2,0,2,1,2,2,2,2,2,2,0,2,1,1,2,2,2,1,1,0,0,2,6,5,4,5,5,6,6,3,4,6,2,6,6,6,6,6,4,3,4,3,6,2,2,2,2,1,1,2,2,1,2,1,2,2,2,4,1,1,1,1,1,1,1,1.605,284.719,287.084,29,party,fire,gold,common,soap,na,bow,na,na,key,2,NA,2.823529411764706,3.588235294117647,3.6666666666666665,2.4285714285714284,2.2857142857142856,1.8333333333333333,4.6875,31,26,45,37,7,11,9,11
100,921,TRUE,R_2WNzKYr74PzDBmT,1,right,21,0,100,"English, Mandarin",genpop,4,4,4,4,5,5,2,5,5,2,4,4,4,4,2,2,4,4,4,4,4,4,2,4,5,4,5,2,1,2,4,2,4,4,4,4,5,5,4,2,2,5,5,4,4,4,4,4,5,4,4,1,4,4,4,4,1,5,4,4,4,4,4,4,2,3,2,4,3,2,2,3,3,4,3,3,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,2,1,0,1,0,0,0,5,6,3,3,4,5,5,4,2,5,4,4,5,3,4,5,6,1,4,4,2,5,2,2,2,2,2,4,4,4,2,4,4,2,5,5,2,4,2,5,2,1,2,1,1.663,293.977,300.016,25,party,NA,gold,common,stage,NA,check,foot,NA,slave,1,NA,4,3.823529411764706,4.333333333333333,4,3.142857142857143,2.3333333333333335,3.125,10,23,35,35,4,20,20,19
100,2223,TRUE,R_1ojWFYpTGjQDlJ2,1,right,26,0,100,"English, Afrikaans",genpop,4,5,1,1,4,5,4,5,1,2,5,4,5,5,1,4,3,2,2,1,4,4,1,2,4,5,5,2,1,4,5,4,3,4,4,5,5,4,4,5,2,3,4,3,2,4,5,3,3,4,3,3,5,5,4,5,5,5,4,4,4,4,1,2,3,4,2,5,4,4,1,5,4,2,5,2,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,4,4,2,5,6,2,2,5,3,4,2,2,5,4,5,5,2,5,5,2,5,4,5,2,1,2,1,3,1,2,1,4,3,2,2,5,1,1,3,4,3,2,3,4,18.307,157.783,202.365,10,Attack,Fire,NA,NA,China,Hiking,NA,NA,NA,NA,3,NA,4.411764705882353,3,4.666666666666667,4,1.5714285714285714,3.6666666666666665,3.25,7,38,27,25,1,11,16,21
100,1119,TRUE,R_2BzYx9gLYZLJ4wE,1,left,24,90,90,English,genpop,4,3,3,3,3,5,4,2,4,2,2,2,4,2,5,5,4,5,5,5,2,4,2,2,2,4,4,4,1,2,3,2,4,2,4,3,5,4,5,2,4,1,4,2,4,4,1,5,5,5,2,3,4,4,5,1,5,2,3,4,4,4,5,4,4,4,4,4,2,5,3,3,4,2,3,3,1,2,1,1,0,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,3,4,3,1,5,2,4,2,3,4,5,2,3,2,3,3,3,5,5,3,3,4,5,3,2,2,2,2,4,4,2,2,1,1,2,2,2,1,1,2,2,1,2,4,11.232,276.098,276.646,77,Party,Plane/plain,Gold,Common,Soap,Car,N/a,Foot,N/a,Key,1,NA,2.588235294117647,4.0588235294117645,4.5,2.5714285714285716,3.142857142857143,3.5,3.625,25,30,26,24,6,18,8,15
90,1819,FALSE,R_879j89PA7piPx7j,1,right,35,100,100,"English, Dutch",genpop,2,3,4,2,2,1,2,1,4,1,4,4,3,2,2,4,4,2,4,2,5,4,1,4,1,4,1,2,5,3,3,1,3,3,3,3,3,2,4,4,3,1,1,2,4,3,2,2,2,2,4,1,1,4,3,2,2,2,2,2,2,2,2,3,2,1,2,2,2,3,2,3,2,2,2,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,5,3,2,6,5,6,5,6,6,5,3,2,6,5,5,2,1,5,5,1,4,2,5,2,3,2,4,2,4,3,4,5,5,4,5,5,3,4,2,3,4,2,4,4,10.182,265.546,266.613,64,party,fire,gold,NA,NA,camp,bow,NA,NA,NA,3,NA,1.9411764705882353,2.5294117647058822,2.1666666666666665,3.857142857142857,2.7142857142857144,3.6666666666666665,2.1875,6,41,26,30,5,22,24,26
100,1182,TRUE,R_3G2lWdFyHJ8fujL,1,right,25,70,85,"English, Scots",genpop,4,1,3,5,4,3,4,2,3,1,3,3,4,5,5,3,4,5,5,4,1,4,1,4,1,2,2,5,3,1,2,2,5,3,3,1,5,4,3,2,3,2,4,2,5,4,4,5,5,4,2,1,3,4,4,2,1,5,4,5,5,5,4,4,5,5,5,4,5,5,5,5,4,5,3,5,2,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,1,1,1,2,3,4,2,1,3,4,5,5,5,4,3,3,4,5,5,6,4,4,4,5,3,4,4,4,3,1,2,3,2,4,2,2,2,2,1,1,2,1,2,3,3,2,2,1,0.978,201.672,202.802,35,Party,Fire,Gold,Common,Soap,Camp,Purple,Hand,Fast,Letter,2,NA,2.588235294117647,4.294117647058823,3.5,2.7142857142857144,3,2.6666666666666665,4.625,34,27,32,35,6,17,8,16
100,530,TRUE,R_1jOZRChs6X73rPP,1,right,40,100,50,English,genpop,3,4,1,3,2,3,4,3,3,2,3,2,5,5,3,4,3,2,1,1,3,4,2,1,4,2,3,4,2,3,4,3,4,3,3,2,3,3,2,4,3,1,3,3,1,4,3,2,2,3,2,3,2,2,3,4,3,4,4,4,5,5,3,4,3,4,4,4,4,2,4,4,5,3,3,2,1,0,1,2,1,1,0,0,1,0,1,1,0,2,0,2,2,0,0,1,1,0,4,5,4,5,3,4,5,5,3,4,4,3,6,3,5,4,5,2,2,3,4,5,2,3,4,1,4,2,5,3,3,5,5,5,3,4,1,2,4,5,4,4,4,5,2.266,124.825,125.192,5,Party,Fire,Gold,Common,Glove,NA,NA,NA,Coffee,NA,1,NA,3.2941176470588234,3,2.6666666666666665,2.7142857142857144,1.5714285714285714,3.1666666666666665,3.6875,17,25,37,31,5,22,22,29
90,1179,FALSE,R_1HiwcnLMwIi8dz0,1,right,38,100,3,"Swedish, english",genpop,4,1,1,3,1,5,1,2,1,1,5,1,1,5,1,4,3,1,1,2,3,1,1,2,3,4,2,1,3,1,1,1,1,3,4,2,5,3,1,4,5,1,3,3,3,1,4,1,1,3,1,1,5,1,1,1,3,5,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,6,6,1,1,1,3,5,4,2,2,2,5,6,3,2,4,1,1,2,6,2,1,2,1,1,1,1,1,3,1,1,1,1,2,1,1,3,1,3,5,1,2,5,1,8.88,293.073,300.029,43,Na,Fire,Gold,Common,Na,Camp,Bow,Screen,Coffee,Na,3,NA,2.2941176470588234,1.1176470588235294,4.333333333333333,2.142857142857143,2.142857142857143,3.5,1.25,6,17,23,29,6,9,6,21
100,1010,TRUE,R_3iRxKhGueZSGwT1,1,right,25,100,80,English,genpop,4,1,3,4,1,4,2,2,2,1,4,4,2,2,4,4,4,4,2,1,4,4,1,2,1,5,3,4,2,4,1,1,4,2,4,2,4,4,5,3,2,2,3,4,1,3,4,2,4,3,2,2,2,4,5,2,3,5,4,4,4,5,5,5,3,2,2,2,2,5,3,5,4,2,3,3,1,2,1,2,1,1,1,1,1,1,0,1,2,1,1,1,2,1,1,1,1,2,4,2,3,4,4,2,2,4,5,4,2,1,4,2,4,1,5,4,4,4,5,3,5,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,3,2,2,2,0.909,268.196,300.009,8,Party,Fire,Gold,Common,Soap,NA,NA,Foot,NA,Key,1,NA,2.411764705882353,3.2941176470588234,3.6666666666666665,3.7142857142857144,1.5714285714285714,3.3333333333333335,3.4375,26,35,29,16,7,14,9,16
100,964,TRUE,R_1ihvXLxFRRuTGMz,1,right,20,100,50,English,genpop,4,4,5,5,2,2,2,4,3,1,4,3,5,4,4,2,4,4,2,4,4,5,2,5,4,5,3,2,1,1,3,1,3,2,2,4,5,5,5,2,1,4,5,4,4,2,5,4,4,2,3,1,4,3,2,4,2,5,4,4,5,4,4,5,3,4,3,4,2,4,3,5,3,3,2,4,1,1,0,0,1,1,0,2,0,1,0,0,0,1,0,2,1,1,1,1,1,2,4,5,5,2,4,5,2,5,5,5,2,5,5,4,5,5,1,5,6,4,5,4,5,2,4,3,4,2,4,4,2,5,4,4,4,4,2,4,1,2,2,2,2,2,1.103,188.521,192.558,39,Party,Fire,Gold,Common,Soap,Camp,Bow,Foot,Coffee,Key,1,NA,3.5294117647058822,3.2941176470588234,3.6666666666666665,3.7142857142857144,3.142857142857143,2.1666666666666665,3.625,17,36,31,33,10,23,21,17
100,1412,TRUE,R_2TFrR02rCJqXEBC,1,right,24,15,50,English,genpop,4,5,4,4,3,2,2,5,4,2,4,2,3,5,5,5,5,4,4,4,4,2,3,4,5,5,5,4,5,4,5,3,4,5,5,2,4,3,4,5,5,4,4,4,4,5,5,5,5,4,2,4,4,2,4,2,5,5,4,4,5,5,5,3,4,2,4,5,3,4,5,5,4,5,5,5,2,2,0,0,2,2,0,2,1,2,1,0,1,2,1,2,1,1,1,1,1,0,4,3,3,3,4,4,1,4,1,3,3,2,4,3,4,4,3,4,5,3,4,4,6,3,4,1,4,1,3,2,2,2,2,4,5,5,1,2,3,3,4,1,1,2,2.175,274.768,281.077,41,Party,Plane,Gold,Common,Wash,Camp,NA,Foot,Vanilla,Pad,1,NA,4.235294117647059,3.9411764705882355,3.8333333333333335,2.857142857142857,3.7142857142857144,5,4.3125,25,31,28,23,5,17,18,17
100,1846,TRUE,R_3G0tzs8HP3Tz65R,1,right,NA,0,70,"Russian, English, Icelandic",genpop,5,5,3,5,1,5,5,1,4,2,2,4,3,2,1,5,3,5,4,1,5,5,1,5,3,4,1,5,NA,1,5,1,5,3,1,1,5,2,4,3,1,1,1,5,2,5,5,5,3,2,3,1,1,4,4,3,NA,5,5,5,3,4,2,4,4,2,3,2,2,3,1,3,2,1,4,4,0,0,2,0,0,0,0,0,0,0,0,2,0,0,NA,0,0,0,0,0,2,NA,6,5,1,4,5,5,6,1,1,1,1,4,NA,6,1,1,NA,4,5,4,1,1,5,1,1,1,NA,4,1,1,1,1,3,1,3,5,1,1,5,5,2,5,5,3,1.319,54.021,221.106,15,Elections?,NA,River,Ball?,Evening?,Hike,NA,NA,Food,Dungeon,2,NA,2.411764705882353,4.0588235294117645,3.6666666666666665,4,2.142857142857143,3,2.75,6,31,9,29,0,9,13,27
100,1465,TRUE,R_2bIAaELtzJDOKen,1,right,35,0,100,"Norwegian, English",genpop,1,2,1,3,5,2,5,2,5,2,5,5,5,3,4,4,3,5,4,1,2,5,1,1,1,1,2,4,2,1,2,1,4,3,1,3,4,4,4,3,1,1,1,5,2,5,5,4,5,2,4,2,1,5,5,2,3,5,5,5,3,2,3,4,1,4,2,3,4,5,1,1,2,1,3,2,2,1,2,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,5,5,2,2,3,2,5,2,4,4,5,6,1,2,2,1,3,4,2,3,4,2,2,4,4,2,4,4,2,1,4,4,3,2,5,2,2,1,2,5,1,1,5,4.043,290.49,300.111,29,Limits,NA,Water,Perception,Body,Nature,NA,Ston,Lunch,Energy,2,NA,2.5294117647058822,4.352941176470588,1.8333333333333333,4.428571428571429,1.2857142857142858,2.6666666666666665,2.5625,39,20,29,24,0,21,18,19
100,5073,TRUE,R_2VIlxZwsTvipDdA,1,right,35,100,100,English,genpop,3,5,5,5,1,3,5,1,5,1,2,2,5,5,5,5,5,5,5,5,1,5,1,3,1,3,3,5,1,4,4,1,5,1,5,1,5,1,5,5,5,1,5,5,5,5,1,5,5,1,2,1,3,4,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,1,2,0,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,3,4,4,3,4,3,4,6,4,3,4,4,6,3,4,4,2,3,4,5,4,3,4,1,3,1,4,1,2,1,2,2,2,2,1,3,1,1,1,2,5,4,1,1,11.345,297.334,300.051,28,Party,Fire,Gold,Common,Soap,NA,NA,NA,Coffee,NA,1,NA,2.411764705882353,4.529411764705882,3,3,3.5714285714285716,4.333333333333333,5,38,29,34,26,6,14,10,16
100,1167,TRUE,R_33fD7K8bHI7aqAT,1,right,32,70,60,English,genpop,5,2,4,4,4,5,5,3,5,4,2,3,2,2,4,4,2,5,5,4,2,3,5,4,3,5,4,5,1,5,3,3,5,2,3,2,5,4,5,2,2,1,5,3,4,5,2,5,5,5,3,2,5,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,1,1,1,0,1,1,2,0,1,2,2,2,2,2,2,2,1,1,2,5,3,3,4,4,2,3,4,4,4,3,4,2,2,4,4,3,4,4,4,5,4,5,2,4,4,4,4,4,4,4,4,3,4,2,2,4,2,1,2,2,2,1,2,3.593,293.428,300.035,76,Party,NA,Gold,Expectation,NA,Camp,NA,NA,NA,NA,1,NA,2.8823529411764706,4.764705882352941,5,2.857142857142857,3.857142857142857,2.6666666666666665,5,30,35,27,24,3,28,15,16
100,2047,TRUE,R_2QYRFC5ith6f5kG,1,right,61,100,100,english,genpop,1,2,4,5,4,5,4,4,5,2,2,2,2,5,5,5,2,5,4,5,2,2,3,4,4,5,3,4,2,4,2,2,5,2,2,1,4,5,5,4,4,2,4,2,5,4,2,5,5,3,2,2,3,2,5,5,4,2,4,4,3,4,5,4,3,5,3,5,4,3,3,3,4,2,2,3,2,2,2,1,0,1,1,1,0,2,1,1,2,2,2,1,2,1,2,1,0,0,5,2,1,5,5,2,1,4,5,4,1,1,1,1,1,2,1,4,5,1,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,2,1,4,4.26,296.873,300.109,34,riot,fire,gold,peaceful,NA,camp,bow,NA,coffee,NA,1,NA,2.823529411764706,4.588235294117647,3.5,2,3.857142857142857,3.1666666666666665,3.5,27,39,11,14,5,7,5,16
100,1816,TRUE,R_31Lf8opaCRRlJ7M,1,right,31,100,92,"English, German",genpop,5,5,5,4,4,5,5,4,5,2,1,2,4,5,5,4,3,5,4,5,2,3,2,4,2,3,3,5,1,3,4,3,5,3,3,3,5,3,5,2,3,1,4,3,5,5,4,5,5,4,2,3,4,3,5,3,1,5,4,5,5,3,5,5,3,5,4,5,4,5,5,5,5,5,5,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,3,5,5,3,2,3,4,6,2,4,5,2,3,3,2,5,4,3,5,2,5,2,2,4,1,3,2,2,1,2,2,2,1,2,2,1,1,2,3,1,1,1,4.857,297.029,300.028,16,Party,Fire,NA,Common,NA,Rain,NA,Foot,NA,NA,1,NA,3.4705882352941178,4.647058823529412,4.333333333333333,2.2857142857142856,3.7142857142857144,2.3333333333333335,4.5625,43,38,23,24,4,15,9,12
100,1135,TRUE,R_1dc1dIlhRkLgkel,1,right,31,50,90,English,genpop,4,4,4,3,2,4,2,4,4,2,5,2,4,2,4,4,2,2,2,5,4,2,2,5,2,5,2,4,3,4,4,2,3,4,2,2,5,2,3,3,4,3,4,2,5,5,5,2,3,4,2,2,5,2,5,4,2,5,4,4,3,3,3,2,2,2,2,3,3,3,3,3,3,3,2,3,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,4,4,3,4,2,4,5,4,2,5,3,4,3,5,3,4,2,4,3,3,2,2,4,2,5,5,5,5,5,4,5,5,4,4,3,4,2,3,2,2,3,1,2,1,1.544,113.741,180.514,55,NA,fire,NA,NA,NA,NA,NA,NA,coffee,slave?,3,NA,3.235294117647059,3.2941176470588234,4.5,2.7142857142857144,3.857142857142857,2.6666666666666665,2.6875,8,25,23,33,2,34,20,16
100,3749,TRUE,R_7aG5mqGAjxZa6tP,1,right,34,0,40,"Swiss German, German, English, French",genpop,5,5,5,2,2,5,2,3,4,1,5,2,5,5,5,3,3,2,1,5,3,4,2,5,4,5,4,1,1,5,5,4,3,4,3,4,5,4,2,4,3,3,5,5,5,2,4,3,4,5,1,4,5,3,3,5,2,4,4,4,5,3,2,5,5,3,5,4,3,5,5,4,4,5,4,5,1,0,0,2,0,0,1,1,1,2,1,0,0,1,0,1,2,1,0,0,0,0,2,3,1,4,4,3,5,5,1,5,1,2,4,4,2,5,1,4,5,4,5,1,6,1,2,1,2,1,2,3,2,5,4,3,1,5,1,3,2,4,4,1,2,3,3.215,239.233,300.021,10,NA,NA,Gold,Common,Soap,NA,NA,Foot,Mold,NA,1,NA,4.235294117647059,2.8823529411764706,5,3.2857142857142856,3.7142857142857144,2.6666666666666665,4.1875,14,31,19,28,4,13,18,20
100,118233,TRUE,R_2Y5S3MVQsi10yLy,1,right,32,100,100,English,genpop,3,5,4,4,4,4,5,3,5,2,2,4,3,4,2,4,4,5,5,3,2,5,3,1,1,4,4,5,5,2,4,1,5,3,4,3,5,4,5,4,3,2,5,3,3,2,2,4,4,4,2,2,5,4,5,5,4,3,4,5,4,4,4,3,3,4,4,5,4,5,4,4,4,4,4,4,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,0,1,1,5,4,4,3,2,4,4,3,5,4,3,4,4,4,4,3,2,4,4,6,4,4,4,3,2,2,1,1,1,1,1,2,2,3,1,1,4,2,1,2,2,1,1,1,1.704,136.425,138.831,12,Vote,War,Alaska,Palace,Candy,Hike,Train,Class,Celebration,Slave,1,NA,3,4.352941176470588,4.166666666666667,3.142857142857143,2.7142857142857144,4.166666666666667,4,25,31,30,30,0,9,9,14
100,916,TRUE,R_3ICjXAkcVDtfDgZ,1,right,33,0,100,English,genpop,3,4,5,4,4,4,4,4,4,2,4,4,4,4,4,5,4,4,4,4,2,2,2,4,4,4,3,2,4,4,4,4,3,2,4,4,5,5,4,4,2,3,4,4,4,4,4,2,2,3,2,3,2,4,5,4,5,5,4,4,5,5,4,5,3,4,5,3,2,3,4,5,4,2,2,5,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,4,2,2,5,4,2,4,5,6,5,1,4,3,3,2,5,1,5,5,4,5,1,5,1,1,1,1,1,1,1,1,1,1,1,2,5,1,2,2,4,1,1,1,1,6.102,80.761,88.037,18,Election,Fire,California,Palace,Soap,Camp,NA,NA,Food,NA,2,NA,3.823529411764706,3.6470588235294117,3.5,3.142857142857143,3.2857142857142856,4.333333333333333,3.8125,9,39,19,26,3,7,10,13
